Setup title,C-V_device2_100k_500k_1M_dark_post_IV
2.09,4.24576E-10
2.1,4.24723E-10
2.11,4.24684E-10
2.12,4.24842E-10
2.13,4.24679E-10
2.14,4.24867E-10
2.15,4.24698E-10
2.16,4.24839E-10
2.17,4.24747E-10
2.18,4.24851E-10
2.19,4.24859E-10
2.2,4.24853E-10
2.21,4.24867E-10
2.22,4.24917E-10
2.23,4.24906E-10
2.24,4.24975E-10
2.25,4.2503E-10
2.26,4.24961E-10
2.27,4.25094E-10
2.28,4.24912E-10
2.29,4.25119E-10
2.3,4.24905E-10
2.31,4.25217E-10
2.32,4.2501E-10
2.33,4.25184E-10
2.34,4.25024E-10
2.35,4.25291E-10
2.36,4.25054E-10
2.37,4.25329E-10
2.38,4.25062E-10
2.39,4.25377E-10
2.4,4.25121E-10
2.41,4.25363E-10
2.42,4.25121E-10
2.43,4.25421E-10
2.44,4.25179E-10
2.45,4.25427E-10
2.46,4.25185E-10
2.47,4.2547E-10
2.48,4.2529E-10
2.49,4.25478E-10
2.5,4.25327E-10
2.5,4.2548E-10
2.49,4.25493E-10
2.48,4.25501E-10
2.47,4.25457E-10
2.46,4.25439E-10
2.45,4.25575E-10
2.44,4.25466E-10
2.43,4.2552E-10
2.42,4.25522E-10
2.41,4.25707E-10
2.4,4.2557E-10
2.39,4.2572E-10
2.38,4.25516E-10
2.37,4.25686E-10
2.36,4.25495E-10
2.35,4.25786E-10
2.34,4.25602E-10
2.33,4.25834E-10
2.32,4.256E-10
2.31,4.25875E-10
2.3,4.25564E-10
2.29,4.25987E-10
2.28,4.25718E-10
2.27,4.25981E-10
2.26,4.25721E-10
2.25,4.25995E-10
2.24,4.25701E-10
2.23,4.25966E-10
2.22,4.25696E-10
2.21,4.25999E-10
2.2,4.25789E-10
2.19,4.26061E-10
2.18,4.2583E-10
2.17,4.26007E-10
2.16,4.25857E-10
2.15,4.26078E-10
2.14,4.25935E-10
2.13,4.2602E-10
2.12,4.25966E-10
2.11,4.26035E-10
2.1,4.26018E-10
2.09,4.25993E-10
2.08,4.26001E-10
2.07,4.26066E-10
2.06,4.26072E-10
2.05,4.26046E-10
2.04,4.26197E-10
2.03,4.26121E-10
2.02,4.26193E-10
2.01,4.26026E-10
2,4.26179E-10
1.99,4.26088E-10
1.98,4.26271E-10
1.97,4.26056E-10
1.96,4.26339E-10
1.95,4.26112E-10
1.94,4.26352E-10
1.93,4.26089E-10
1.92,4.26342E-10
1.91,4.26122E-10
1.9,4.26366E-10
1.89,4.26171E-10
1.88,4.26439E-10
1.87,4.26136E-10
1.86,4.26464E-10
1.85,4.26175E-10
1.84,4.26465E-10
1.83,4.26151E-10
1.82,4.26469E-10
1.81,4.26239E-10
1.8,4.26565E-10
1.79,4.26251E-10
1.78,4.26553E-10
1.77,4.26293E-10
1.76,4.26579E-10
1.75,4.26257E-10
1.74,4.26585E-10
1.73,4.26303E-10
1.72,4.26577E-10
1.71,4.26341E-10
1.7,4.2656E-10
1.69,4.26492E-10
1.68,4.26594E-10
1.67,4.26457E-10
1.66,4.26593E-10
1.65,4.26511E-10
1.64,4.26537E-10
1.63,4.26544E-10
1.62,4.26561E-10
1.61,4.26606E-10
1.6,4.26621E-10
1.59,4.26613E-10
1.58,4.26515E-10
1.57,4.26655E-10
1.56,4.2655E-10
1.55,4.2669E-10
1.54,4.26471E-10
1.53,4.2673E-10
1.52,4.26556E-10
1.51,4.26789E-10
1.5,4.26504E-10
1.49,4.26759E-10
1.48,4.26546E-10
1.47,4.26835E-10
1.46,4.2658E-10
1.45,4.26841E-10
1.44,4.26512E-10
1.43,4.26882E-10
1.42,4.26595E-10
1.41,4.26865E-10
1.4,4.26688E-10
1.39,4.26867E-10
1.38,4.26696E-10
1.37,4.26891E-10
1.36,4.26675E-10
1.35,4.26892E-10
1.34,4.26699E-10
1.33,4.26837E-10
1.32,4.2675E-10
1.31,4.26849E-10
1.3,4.2675E-10
1.29,4.26838E-10
1.28,4.26751E-10
1.27,4.26876E-10
1.26,4.26895E-10
1.25,4.26801E-10
1.24,4.26925E-10
1.23,4.26863E-10
1.22,4.26967E-10
1.21,4.26786E-10
1.2,4.26957E-10
1.19,4.26847E-10
1.18,4.26959E-10
1.17,4.2694E-10
1.16,4.26948E-10
1.15,4.26863E-10
1.14,4.27061E-10
1.13,4.2684E-10
1.12,4.27031E-10
1.11,4.26909E-10
1.1,4.27112E-10
1.09,4.26962E-10
1.08,4.27151E-10
1.07,4.26899E-10
1.06,4.27149E-10
1.05,4.26918E-10
1.04,4.27192E-10
1.03,4.26913E-10
1.02,4.27232E-10
1.01,4.26863E-10
1,4.27262E-10
0.99,4.26903E-10
0.98,4.27208E-10
0.97,4.2695E-10
0.96,4.27251E-10
0.95,4.26986E-10
0.94,4.27231E-10
0.93,4.26988E-10
0.92,4.27215E-10
0.91,4.27025E-10
0.9,4.2723E-10
0.89,4.27043E-10
0.88,4.27309E-10
0.87,4.27122E-10
0.86,4.2721E-10
0.85,4.27079E-10
0.84,4.27181E-10
0.83,4.27139E-10
0.82,4.27228E-10
0.81,4.27176E-10
0.8,4.2722E-10
0.79,4.27251E-10
0.78,4.27182E-10
0.77,4.27258E-10
0.76,4.27182E-10
0.75,4.27319E-10
0.74,4.27187E-10
0.73,4.27341E-10
0.72,4.27155E-10
0.71,4.27356E-10
0.7,4.2712E-10
0.69,4.27372E-10
0.68,4.27171E-10
0.67,4.27407E-10
0.66,4.27204E-10
0.65,4.2747E-10
0.64,4.27166E-10
0.63,4.27474E-10
0.62,4.27154E-10
0.61,4.27488E-10
0.6,4.27143E-10
0.59,4.27487E-10
0.58,4.27207E-10
0.57,4.2748E-10
0.56,4.27246E-10
0.55,4.27504E-10
0.54,4.27255E-10
0.53,4.27535E-10
0.52,4.27298E-10
0.51,4.27482E-10
0.5,4.27314E-10
0.49,4.27457E-10
0.48,4.27354E-10
0.47,4.27526E-10
0.46,4.27454E-10
0.45,4.27483E-10
0.44,4.27399E-10
0.43,4.27477E-10
0.42,4.27495E-10
0.41,4.2736E-10
0.4,4.27491E-10
0.39,4.27468E-10
0.38,4.27537E-10
0.37,4.27422E-10
0.36,4.27569E-10
0.35,4.27432E-10
0.34,4.27671E-10
0.33,4.27388E-10
0.32,4.27578E-10
0.31,4.27448E-10
0.3,4.27652E-10
0.29,4.27389E-10
0.28,4.27651E-10
0.27,4.27417E-10
0.26,4.27662E-10
0.25,4.27437E-10
0.24,4.27712E-10
0.23,4.27395E-10
0.22,4.27724E-10
0.21,4.27447E-10
0.2,4.27794E-10
0.19,4.27409E-10
0.18,4.27696E-10
0.17,4.27502E-10
0.16,4.27744E-10
0.15,4.27524E-10
0.14,4.27745E-10
0.13,4.27543E-10
0.12,4.27709E-10
0.11,4.27519E-10
0.1,4.27718E-10
0.09,4.27588E-10
0.08,4.27731E-10
0.07,4.27562E-10
0.06,4.27735E-10
0.05,4.27546E-10
0.04,4.27733E-10
0.03,4.27686E-10
0.02,4.27735E-10
0.01,4.27734E-10
0,4.27703E-10
-0.01,4.27727E-10
-0.02,4.27659E-10
-0.03,4.27681E-10
-0.04,4.27675E-10
-0.05,4.27752E-10
-0.06,4.2764E-10
-0.07,4.27816E-10
-0.08,4.27678E-10
-0.09,4.27887E-10
-0.1,4.27701E-10
-0.11,4.27794E-10
-0.12,4.27642E-10
-0.13,4.27881E-10
-0.14,4.2756E-10
-0.15,4.27892E-10
-0.16,4.27638E-10
-0.17,4.2792E-10
-0.18,4.27639E-10
-0.19,4.27965E-10
-0.2,4.2769E-10
-0.21,4.27998E-10
-0.22,4.27663E-10
-0.23,4.27962E-10
-0.24,4.27695E-10
-0.25,4.27997E-10
-0.26,4.27703E-10
-0.27,4.28026E-10
-0.28,4.27679E-10
-0.29,4.27977E-10
-0.3,4.27772E-10
-0.31,4.27929E-10
-0.32,4.27779E-10
-0.33,4.27899E-10
-0.34,4.27825E-10
-0.35,4.27944E-10
-0.36,4.27834E-10
-0.37,4.27844E-10
-0.38,4.27845E-10
-0.39,4.2791E-10
-0.4,4.27859E-10
-0.41,4.27889E-10
-0.42,4.27941E-10
-0.43,4.27845E-10
-0.44,4.27981E-10
-0.45,4.27794E-10
-0.46,4.28039E-10
-0.47,4.27776E-10
-0.48,4.28031E-10
-0.49,4.27835E-10
-0.5,4.28097E-10
-0.51,4.27837E-10
-0.52,4.2807E-10
-0.53,4.27838E-10
-0.54,4.28087E-10
-0.55,4.27859E-10
-0.56,4.28065E-10
-0.57,4.27776E-10
-0.58,4.28133E-10
-0.59,4.27799E-10
-0.6,4.28101E-10
-0.61,4.27878E-10
-0.62,4.28118E-10
-0.63,4.27832E-10
-0.64,4.28145E-10
-0.65,4.2783E-10
-0.66,4.2812E-10
-0.67,4.27895E-10
-0.68,4.28103E-10
-0.69,4.27945E-10
-0.7,4.281E-10
-0.71,4.27927E-10
-0.72,4.28051E-10
-0.73,4.27932E-10
-0.74,4.28078E-10
-0.75,4.27962E-10
-0.76,4.28016E-10
-0.77,4.28006E-10
-0.78,4.27983E-10
-0.79,4.28055E-10
-0.8,4.28051E-10
-0.81,4.2807E-10
-0.82,4.27959E-10
-0.83,4.28044E-10
-0.84,4.28008E-10
-0.85,4.28087E-10
-0.86,4.2794E-10
-0.87,4.28141E-10
-0.88,4.2798E-10
-0.89,4.28202E-10
-0.9,4.2794E-10
-0.91,4.28141E-10
-0.92,4.27956E-10
-0.93,4.28197E-10
-0.94,4.27921E-10
-0.95,4.28246E-10
-0.96,4.27903E-10
-0.97,4.28275E-10
-0.98,4.27968E-10
-0.99,4.28233E-10
-1,4.27935E-10
-1.01,4.28195E-10
-1.02,4.27982E-10
-1.03,4.28241E-10
-1.04,4.27948E-10
-1.05,4.28209E-10
-1.06,4.27978E-10
-1.07,4.28315E-10
-1.08,4.27923E-10
-1.09,4.28223E-10
-1.1,4.27938E-10
-1.11,4.28222E-10
-1.12,4.27984E-10
-1.13,4.28177E-10
-1.14,4.28026E-10
-1.15,4.28175E-10
-1.16,4.28028E-10
-1.17,4.28206E-10
-1.18,4.28029E-10
-1.19,4.28182E-10
-1.2,4.2808E-10
-1.21,4.28162E-10
-1.22,4.28119E-10
-1.23,4.28154E-10
-1.24,4.28113E-10
-1.25,4.28146E-10
-1.26,4.28119E-10
-1.27,4.28128E-10
-1.28,4.28164E-10
-1.29,4.28105E-10
-1.3,4.28223E-10
-1.31,4.28068E-10
-1.32,4.2822E-10
-1.33,4.27987E-10
-1.34,4.28197E-10
-1.35,4.28041E-10
-1.36,4.28225E-10
-1.37,4.28002E-10
-1.38,4.28301E-10
-1.39,4.2793E-10
-1.4,4.28255E-10
-1.41,4.28011E-10
-1.42,4.28228E-10
-1.43,4.2798E-10
-1.44,4.28147E-10
-1.45,4.27886E-10
-1.46,4.28139E-10
-1.47,4.27849E-10
-1.48,4.28129E-10
-1.49,4.27794E-10
-1.5,4.28005E-10
-1.51,4.27724E-10
-1.52,4.27939E-10
-1.53,4.27619E-10
-1.54,4.27759E-10
-1.55,4.27456E-10
-1.56,4.27582E-10
-1.57,4.27269E-10
-1.58,4.27337E-10
-1.59,4.27066E-10
-1.6,4.27053E-10
-1.61,4.26839E-10
-1.62,4.26776E-10
-1.63,4.26566E-10
-1.64,4.26428E-10
-1.65,4.26258E-10
-1.66,4.26073E-10
-1.67,4.259E-10
-1.68,4.2562E-10
-1.69,4.25501E-10
-1.7,4.25137E-10
-1.71,4.2507E-10
-1.72,4.24696E-10
-1.73,4.24685E-10
-1.74,4.24232E-10
-1.75,4.24208E-10
-1.76,4.23757E-10
-1.77,4.23701E-10
-1.78,4.23207E-10
-1.79,4.23218E-10
-1.8,4.22644E-10
-1.81,4.22675E-10
-1.82,4.2212E-10
-1.83,4.22108E-10
-1.84,4.21629E-10
-1.85,4.21586E-10
-1.86,4.21071E-10
-1.87,4.20999E-10
-1.88,4.20451E-10
-1.89,4.20414E-10
-1.9,4.19837E-10
-1.91,4.19789E-10
-1.92,4.19263E-10
-1.93,4.19206E-10
-1.94,4.187E-10
-1.95,4.18411E-10
-1.96,4.17983E-10
-1.97,4.17715E-10
-1.98,4.17434E-10
-1.99,4.16952E-10
-2,4.16758E-10
-2.01,4.16303E-10
-2.02,4.16015E-10
-2.03,4.15572E-10
-2.04,4.15189E-10
-2.05,4.1477E-10
-2.06,4.14627E-10
-2.07,4.14042E-10
-2.08,4.1387E-10
-2.09,4.13331E-10
-2.1,4.13146E-10
-2.11,4.12407E-10
-2.12,4.12283E-10
-2.13,4.11663E-10
-2.14,4.11506E-10
-2.15,4.10859E-10
-2.16,4.10622E-10
-2.17,4.09975E-10
-2.18,4.09817E-10
-2.19,4.09086E-10
-2.2,4.08952E-10
-2.21,4.08281E-10
-2.22,4.08095E-10
-2.23,4.07495E-10
-2.24,4.07203E-10
-2.25,4.0658E-10
-2.26,4.06338E-10
-2.27,4.05695E-10
-2.28,4.05478E-10
-2.29,4.04814E-10
-2.3,4.04549E-10
-2.31,4.03942E-10
-2.32,4.03743E-10
-2.33,4.03078E-10
-2.34,4.02779E-10
-2.35,4.02117E-10
-2.36,4.01835E-10
-2.37,4.01278E-10
-2.38,4.00872E-10
-2.39,4.00334E-10
-2.4,3.99931E-10
-2.41,3.99437E-10
-2.42,3.98987E-10
-2.43,3.98446E-10
-2.44,3.9803E-10
-2.45,3.97635E-10
-2.46,3.97145E-10
-2.47,3.9675E-10
-2.48,3.96269E-10
-2.49,3.9587E-10
-2.5,3.95263E-10
-2.51,3.94942E-10
-2.52,3.94385E-10
-2.53,3.94134E-10
-2.54,3.93447E-10
-2.55,3.9321E-10
-2.56,3.9268E-10
-2.57,3.92379E-10
-2.58,3.91689E-10
-2.59,3.914E-10
-2.6,3.90726E-10
-2.61,3.90606E-10
-2.62,3.89914E-10
-2.63,3.89789E-10
-2.64,3.89124E-10
-2.65,3.89008E-10
-2.66,3.88354E-10
-2.67,3.88103E-10
-2.68,3.87551E-10
-2.69,3.87355E-10
-2.7,3.86743E-10
-2.71,3.86617E-10
-2.72,3.86093E-10
-2.73,3.85862E-10
-2.74,3.85335E-10
-2.75,3.85167E-10
-2.76,3.846E-10
-2.77,3.84387E-10
-2.78,3.83911E-10
-2.79,3.83705E-10
-2.8,3.83319E-10
-2.81,3.83015E-10
-2.82,3.82696E-10
-2.83,3.82363E-10
-2.84,3.8202E-10
-2.85,3.81767E-10
-2.86,3.81445E-10
-2.87,3.81172E-10
-2.88,3.80946E-10
-2.89,3.80558E-10
-2.9,3.80456E-10
-2.91,3.79957E-10
-2.92,3.7984E-10
-2.93,3.79481E-10
-2.94,3.79284E-10
-2.95,3.78948E-10
-2.96,3.78843E-10
-2.97,3.78408E-10
-2.98,3.78349E-10
-2.99,3.77871E-10
-3,3.77832E-10
-3.01,3.77506E-10
-3.02,3.77397E-10
-3.03,3.77018E-10
-3.04,3.77066E-10
-3.05,3.76604E-10
-3.06,3.76631E-10
-3.07,3.76217E-10
-3.08,3.76259E-10
-3.09,3.75849E-10
-3.1,3.75913E-10
-3.11,3.75497E-10
-3.12,3.755E-10
-3.13,3.75282E-10
-3.14,3.75212E-10
-3.15,3.74906E-10
-3.16,3.74913E-10
-3.17,3.74651E-10
-3.18,3.7465E-10
-3.19,3.74358E-10
-3.2,3.74335E-10
-3.21,3.74131E-10
-3.22,3.7404E-10
-3.23,3.73864E-10
-3.24,3.73781E-10
-3.25,3.73652E-10
-3.26,3.73527E-10
-3.27,3.73456E-10
-3.28,3.73294E-10
-3.29,3.7326E-10
-3.3,3.72993E-10
-3.31,3.7303E-10
-3.32,3.72812E-10
-3.33,3.72792E-10
-3.34,3.72633E-10
-3.35,3.72671E-10
-3.36,3.72434E-10
-3.37,3.72525E-10
-3.38,3.72249E-10
-3.39,3.72358E-10
-3.4,3.72102E-10
-3.41,3.7223E-10
-3.42,3.71874E-10
-3.43,3.72064E-10
-3.44,3.71792E-10
-3.45,3.71961E-10
-3.46,3.71628E-10
-3.47,3.71745E-10
-3.48,3.71504E-10
-3.49,3.71626E-10
-3.5,3.7136E-10
-3.51,3.71481E-10
-3.52,3.71272E-10
-3.53,3.71359E-10
-3.54,3.71199E-10
-3.55,3.71255E-10
-3.56,3.71049E-10
-3.57,3.71103E-10
-3.58,3.71005E-10
-3.59,3.71066E-10
-3.6,3.70946E-10
-3.61,3.70857E-10
-3.62,3.7082E-10
-3.63,3.70795E-10
-3.64,3.70679E-10
-3.65,3.70612E-10
-3.66,3.70593E-10
-3.67,3.70571E-10
-3.68,3.70561E-10
-3.69,3.704E-10
-3.7,3.70491E-10
-3.71,3.70361E-10
-3.72,3.70436E-10
-3.73,3.70176E-10
-3.74,3.70356E-10
-3.75,3.70139E-10
-3.76,3.70298E-10
-3.77,3.70084E-10
-3.78,3.70191E-10
-3.79,3.69986E-10
-3.8,3.70136E-10
-3.81,3.69937E-10
-3.82,3.70059E-10
-3.83,3.69792E-10
-3.84,3.69971E-10
-3.85,3.6972E-10
-3.86,3.69924E-10
-3.87,3.69629E-10
-3.88,3.69853E-10
-3.89,3.6967E-10
-3.9,3.6975E-10
-3.91,3.69544E-10
-3.92,3.6968E-10
-3.93,3.69433E-10
-3.94,3.69613E-10
-3.95,3.69391E-10
-3.96,3.69504E-10
-3.97,3.6936E-10
-3.98,3.69363E-10
-3.99,3.69292E-10
-4,3.6928E-10
-4.01,3.69239E-10
-4.02,3.69152E-10
-4.03,3.69168E-10
-4.04,3.69063E-10
-4.05,3.69059E-10
-4.06,3.69025E-10
-4.07,3.69014E-10
-4.08,3.68883E-10
-4.09,3.68922E-10
-4.1,3.68841E-10
-4.11,3.68878E-10
-4.12,3.6873E-10
-4.13,3.68833E-10
-4.14,3.68695E-10
-4.15,3.68777E-10
-4.16,3.68572E-10
-4.17,3.68706E-10
-4.18,3.68382E-10
-4.19,3.68627E-10
-4.2,3.68417E-10
-4.21,3.6852E-10
-4.22,3.68312E-10
-4.23,3.68421E-10
-4.24,3.68237E-10
-4.25,3.68333E-10
-4.26,3.68093E-10
-4.27,3.68321E-10
-4.28,3.68033E-10
-4.29,3.68183E-10
-4.3,3.67946E-10
-4.31,3.68128E-10
-4.32,3.67824E-10
-4.33,3.6799E-10
-4.34,3.67768E-10
-4.35,3.67874E-10
-4.36,3.67676E-10
-4.37,3.67761E-10
-4.38,3.67565E-10
-4.39,3.6765E-10
-4.4,3.67477E-10
-4.41,3.67573E-10
-4.42,3.67361E-10
-4.43,3.67382E-10
-4.44,3.67239E-10
-4.45,3.67306E-10
-4.46,3.67167E-10
-4.47,3.67236E-10
-4.48,3.67091E-10
-4.49,3.67096E-10
-4.5,3.66892E-10
-4.51,3.66883E-10
-4.52,3.66852E-10
-4.53,3.6674E-10
-4.54,3.6673E-10
-4.55,3.66602E-10
-4.56,3.66621E-10
-4.57,3.6649E-10
-4.58,3.66472E-10
-4.59,3.66272E-10
-4.6,3.66327E-10
-4.61,3.66073E-10
-4.62,3.66244E-10
-4.63,3.65967E-10
-4.64,3.66061E-10
-4.65,3.65808E-10
-4.66,3.6587E-10
-4.67,3.65591E-10
-4.68,3.65792E-10
-4.69,3.65416E-10
-4.7,3.6557E-10
-4.71,3.65287E-10
-4.72,3.65358E-10
-4.73,3.6503E-10
-4.74,3.65163E-10
-4.75,3.64842E-10
-4.76,3.64938E-10
-4.77,3.64624E-10
-4.78,3.64779E-10
-4.79,3.64489E-10
-4.8,3.64478E-10
-4.81,3.64265E-10
-4.82,3.64334E-10
-4.83,3.64114E-10
-4.84,3.64082E-10
-4.85,3.63839E-10
-4.86,3.63768E-10
-4.87,3.63631E-10
-4.88,3.63547E-10
-4.89,3.63434E-10
-4.9,3.63355E-10
-4.91,3.63273E-10
-4.92,3.63069E-10
-4.93,3.63048E-10
-4.94,3.62771E-10
-4.95,3.62772E-10
-4.96,3.62579E-10
-4.97,3.62578E-10
-4.98,3.62305E-10
-4.99,3.62378E-10
-5,3.6208E-10
-5.01,3.622E-10
-5.02,3.61868E-10
-5.03,3.61928E-10
-5.04,3.61614E-10
-5.05,3.6166E-10
-5.06,3.61392E-10
-5.07,3.61428E-10
-5.08,3.61162E-10
-5.09,3.61211E-10
-5.1,3.60966E-10
-5.11,3.60954E-10
-5.12,3.60686E-10
-5.13,3.60739E-10
-5.14,3.60456E-10
-5.15,3.60451E-10
-5.16,3.60272E-10
-5.17,3.60227E-10
-5.18,3.59958E-10
-5.19,3.59952E-10
-5.2,3.59767E-10
-5.21,3.59669E-10
-5.22,3.59544E-10
-5.23,3.59412E-10
-5.24,3.59309E-10
-5.25,3.59118E-10
-5.26,3.59051E-10
-5.27,3.58857E-10
-5.28,3.58841E-10
-5.29,3.58578E-10
-5.3,3.58583E-10
-5.31,3.58379E-10
-5.32,3.58296E-10
-5.33,3.58091E-10
-5.34,3.58091E-10
-5.35,3.57847E-10
-5.36,3.57874E-10
-5.37,3.57572E-10
-5.38,3.57588E-10
-5.39,3.57315E-10
-5.4,3.57337E-10
-5.41,3.57082E-10
-5.42,3.57149E-10
-5.43,3.568E-10
-5.44,3.56791E-10
-5.45,3.56502E-10
-5.46,3.56574E-10
-5.47,3.56275E-10
-5.48,3.56327E-10
-5.49,3.56018E-10
-5.5,3.56112E-10
-5.51,3.55788E-10
-5.52,3.55784E-10
-5.53,3.5549E-10
-5.54,3.55513E-10
-5.55,3.5527E-10
-5.56,3.55254E-10
-5.57,3.55009E-10
-5.58,3.54972E-10
-5.59,3.54683E-10
-5.6,3.54632E-10
-5.61,3.54546E-10
-5.62,3.54369E-10
-5.63,3.54209E-10
-5.64,3.54057E-10
-5.65,3.53887E-10
-5.66,3.53734E-10
-5.67,3.53642E-10
-5.68,3.53461E-10
-5.69,3.53391E-10
-5.7,3.53226E-10
-5.71,3.53092E-10
-5.72,3.52901E-10
-5.73,3.52934E-10
-5.74,3.526E-10
-5.75,3.52615E-10
-5.76,3.52314E-10
-5.77,3.52282E-10
-5.78,3.51934E-10
-5.79,3.52049E-10
-5.8,3.51694E-10
-5.81,3.51711E-10
-5.82,3.51337E-10
-5.83,3.51437E-10
-5.84,3.51124E-10
-5.85,3.51098E-10
-5.86,3.50873E-10
-5.87,3.50816E-10
-5.88,3.50558E-10
-5.89,3.50465E-10
-5.9,3.50231E-10
-5.91,3.50157E-10
-5.92,3.49955E-10
-5.93,3.49759E-10
-5.94,3.49599E-10
-5.95,3.49455E-10
-5.96,3.49233E-10
-5.97,3.49106E-10
-5.98,3.4888E-10
-5.99,3.48749E-10
-6,3.48609E-10
